clock_time,od_600nm,strain,overexpression,inducer,carbon_source,temperature,inducer_conc,run_idx
17:06,0.193,wildtype,none,none,acetate,37,0,103
17:26,0.216,wildtype,none,none,acetate,37,0,103
12:10,0.084,wildtype,none,none,glucose,37,0,104
12:30,0.119,wildtype,none,none,glucose,37,0,104
12:56,0.178,wildtype,none,none,glucose,37,0,104
13:12,0.224,wildtype,none,none,glucose,37,0,104
13:26,0.284,wildtype,none,none,glucose,37,0,104
13:47,0.391,wildtype,none,none,glucose,37,0,104
14:07,0.531,wildtype,none,none,glucose,37,0,104
12:30,0.064,wildtype,none,none,glucose,37,0,105
12:56,0.093,wildtype,none,none,glucose,37,0,105
13:12,0.111,wildtype,none,none,glucose,37,0,105
13:26,0.144,wildtype,none,none,glucose,37,0,105
13:47,0.2,wildtype,none,none,glucose,37,0,105
14:07,0.275,wildtype,none,none,glucose,37,0,105
11:35,0.062,wildtype,none,none,glucose,37,0,106
12:43,0.165,wildtype,none,none,glucose,37,0,106
13:00,0.215,wildtype,none,none,glucose,37,0,106
13:12,0.262,wildtype,none,none,glucose,37,0,106
13:28,0.331,wildtype,none,none,glucose,37,0,106
13:40,0.403,wildtype,none,none,glucose,37,0,106
13:50,0.468,wildtype,none,none,glucose,37,0,106
13:20,0.066,wildtype,none,none,glucose,37,0,107
14:00,0.122,wildtype,none,none,glucose,37,0,107
14:15,0.157,wildtype,none,none,glucose,37,0,107
15:00,0.283,wildtype,none,none,glucose,37,0,107
14:00,0.103,wildtype,none,none,sorbitol,37,0,108
14:15,0.121,wildtype,none,none,sorbitol,37,0,108
15:00,0.173,wildtype,none,none,sorbitol,37,0,108
15:45,0.252,wildtype,none,none,sorbitol,37,0,108
16:12,0.321,wildtype,none,none,sorbitol,37,0,108
16:40,0.39,wildtype,none,none,sorbitol,37,0,108
11:57,0.158,wildtype,none,none,acetate,37,0,109
12:27,0.192,wildtype,none,none,acetate,37,0,109
12:50,0.224,wildtype,none,none,acetate,37,0,109
13:30,0.285,wildtype,none,none,acetate,37,0,109
14:30,0.398,wildtype,none,none,acetate,37,0,109
13:15,0.058,wildtype,none,none,acetate,37,0,110
14:20,0.075,wildtype,none,none,acetate,37,0,110
15:18,0.106,wildtype,none,none,acetate,37,0,110
16:18,0.141,wildtype,none,none,acetate,37,0,110
16:44,0.161,wildtype,none,none,acetate,37,0,110
17:28,0.207,wildtype,none,none,acetate,37,0,110
17:46,0.227,wildtype,none,none,acetate,37,0,110
13:15,0.194,wildtype,none,none,glucose,37,0,111
13:57,0.376,wildtype,none,none,glucose,37,0,111
14:07,0.428,wildtype,none,none,glucose,37,0,111
14:20,0.489,wildtype,none,none,glucose,37,0,111
14:13,0.09,wildtype,none,none,acetate,37,0,112
14:40,0.103,wildtype,none,none,acetate,37,0,112
15:12,0.127,wildtype,none,none,acetate,37,0,112
15:58,0.168,wildtype,none,none,acetate,37,0,112
16:25,0.199,wildtype,none,none,acetate,37,0,112
16:53,0.237,wildtype,none,none,acetate,37,0,112
17:25,0.281,wildtype,none,none,acetate,37,0,112
13:00,0.216,wildtype,none,none,glucose,37,0,113
13:15,0.261,wildtype,none,none,glucose,37,0,113
13:20,0.27,wildtype,none,none,glucose,37,0,113
13:30,0.298,wildtype,none,none,glucose,37,0,113
13:45,0.36,wildtype,none,none,glucose,37,0,113
13:50,0.383,wildtype,none,none,glucose,37,0,113
14:00,0.45,wildtype,none,none,glucose,37,0,113
14:20,0.57,wildtype,none,none,glucose,37,0,113
13:00,0.183,wildtype,none,none,glycerol,37,0,114
13:15,0.209,wildtype,none,none,glycerol,37,0,114
13:30,0.244,wildtype,none,none,glycerol,37,0,114
13:45,0.278,wildtype,none,none,glycerol,37,0,114
14:00,0.336,wildtype,none,none,glycerol,37,0,114
14:20,0.418,wildtype,none,none,glycerol,37,0,114
14:39,0.506,wildtype,none,none,glycerol,37,0,114
14:48,0.532,wildtype,none,none,glycerol,37,0,114
13:00,0.078,wildtype,none,none,acetate,37,0,115
13:30,0.09,wildtype,none,none,acetate,37,0,115
14:00,0.107,wildtype,none,none,acetate,37,0,115
14:40,0.135,wildtype,none,none,acetate,37,0,115
14:54,0.145,wildtype,none,none,acetate,37,0,115
15:16,0.162,wildtype,none,none,acetate,37,0,115
15:22,0.17,wildtype,none,none,acetate,37,0,115
16:06,0.21,wildtype,none,none,acetate,37,0,115
16:28,0.233,wildtype,none,none,acetate,37,0,115
16:31,0.237,wildtype,none,none,acetate,37,0,115
13:20,0.087,wildtype,none,none,glucoseCAA,37,0,116
13:34,0.12,wildtype,none,none,glucoseCAA,37,0,116
13:46,0.154,wildtype,none,none,glucoseCAA,37,0,116
14:02,0.198,wildtype,none,none,glucoseCAA,37,0,116
14:22,0.279,wildtype,none,none,glucoseCAA,37,0,116
14:30,0.326,wildtype,none,none,glucoseCAA,37,0,116
14:38,0.377,wildtype,none,none,glucoseCAA,37,0,116
14:50,0.47,wildtype,none,none,glucoseCAA,37,0,116
13:20,0.087,wildtype,none,none,LB,37,0,117
13:34,0.129,wildtype,none,none,LB,37,0,117
13:46,0.187,wildtype,none,none,LB,37,0,117
14:02,0.341,wildtype,none,none,LB,37,0,117
14:22,0.503,wildtype,none,none,LB,37,0,117
14:30,0.6,wildtype,none,none,LB,37,0,117
11:53,0.063,wildtype,none,none,glucose,37,0,118
12:15,0.084,wildtype,none,none,glucose,37,0,118
12:25,0.094,wildtype,none,none,glucose,37,0,118
12:47,0.129,wildtype,none,none,glucose,37,0,118
13:05,0.167,wildtype,none,none,glucose,37,0,118
13:21,0.207,wildtype,none,none,glucose,37,0,118
13:46,0.285,wildtype,none,none,glucose,37,0,118
14:04,0.36,wildtype,none,none,glucose,37,0,118
14:24,0.469,wildtype,none,none,glucose,37,0,118
14:30,0.513,wildtype,none,none,glucose,37,0,118
11:53,0.112,wildtype,none,none,glucoseCAA,37,0,119
12:15,0.173,wildtype,none,none,glucoseCAA,37,0,119
12:25,0.205,wildtype,none,none,glucoseCAA,37,0,119
12:47,0.316,wildtype,none,none,glucoseCAA,37,0,119
13:05,0.44,wildtype,none,none,glucoseCAA,37,0,119
13:21,0.565,wildtype,none,none,glucoseCAA,37,0,119
13:30,0.636,wildtype,none,none,glucoseCAA,37,0,119
11:53,0.037,wildtype,none,none,glycerol,37,0,120
12:25,0.05,wildtype,none,none,glycerol,37,0,120
13:05,0.072,wildtype,none,none,glycerol,37,0,120
14:03,0.136,wildtype,none,none,glycerol,37,0,120
14:42,0.192,wildtype,none,none,glycerol,37,0,120
15:24,0.293,wildtype,none,none,glycerol,37,0,120
16:05,0.443,wildtype,none,none,glycerol,37,0,120
16:30,0.533,wildtype,none,none,glycerol,37,0,120
11:53,0.066,wildtype,none,none,acetate,37,0,121
12:25,0.076,wildtype,none,none,acetate,37,0,121
13:05,0.097,wildtype,none,none,acetate,37,0,121
14:03,0.14,wildtype,none,none,acetate,37,0,121
14:42,0.175,wildtype,none,none,acetate,37,0,121
15:24,0.22,wildtype,none,none,acetate,37,0,121
16:05,0.275,wildtype,none,none,acetate,37,0,121
16:30,0.318,wildtype,none,none,acetate,37,0,121
12:48,0.036,wildtype,none,none,LB,37,0,122
13:08,0.057,wildtype,none,none,LB,37,0,122
13:23,0.09,wildtype,none,none,LB,37,0,122
13:46,0.213,wildtype,none,none,LB,37,0,122
14:02,0.358,wildtype,none,none,LB,37,0,122
14:15,0.467,wildtype,none,none,LB,37,0,122
14:24,0.535,wildtype,none,none,LB,37,0,122
14:30,0.638,wildtype,none,none,LB,37,0,122
15:45,0.133,wildtype,none,none,glucoseCAA,37,0,123
16:32,0.329,wildtype,none,none,glucoseCAA,37,0,123
16:48,0.459,wildtype,none,none,glucoseCAA,37,0,123
16:52,0.492,wildtype,none,none,glucoseCAA,37,0,123
12:45,0.146,wildtype,none,none,glucose,37,0,124
13:45,0.3338,wildtype,none,none,glucose,37,0,124
14:00,0.428,wildtype,none,none,glucose,37,0,124
14:12,0.528,wildtype,none,none,glucose,37,0,124
14:22,0.607,wildtype,none,none,glucose,37,0,124
12:50,0.063,wildtype,none,none,glucose,37,0,125
13:08,0.09,wildtype,none,none,glucose,37,0,125
13:33,0.125,wildtype,none,none,glucose,37,0,125
13:54,0.171,wildtype,none,none,glucose,37,0,125
14:38,0.321,wildtype,none,none,glucose,37,0,125
12:50,0.117,wildtype,none,none,acetate,37,0,126
13:08,0.141,wildtype,none,none,acetate,37,0,126
13:33,0.166,wildtype,none,none,acetate,37,0,126
13:54,0.195,wildtype,none,none,acetate,37,0,126
14:38,0.27,wildtype,none,none,acetate,37,0,126
15:02,0.315,wildtype,none,none,acetate,37,0,126
15:37,0.406,wildtype,none,none,acetate,37,0,126
15:56,0.469,wildtype,none,none,acetate,37,0,126
13:54,0.078,wildtype,none,none,LB,37,0,127
14:38,0.321,wildtype,none,none,LB,37,0,127
15:02,0.589,wildtype,none,none,LB,37,0,127
11:11,0.126,wildtype,none,none,glucose,37,0,128
11:41,0.187,wildtype,none,none,glucose,37,0,128
12:17,0.322,wildtype,none,none,glucose,37,0,128
12:36,0.45,wildtype,none,none,glucose,37,0,128
10:30,0.113,wildtype,none,none,acetate,37,0,129
11:11,0.143,wildtype,none,none,acetate,37,0,129
11:41,0.179,wildtype,none,none,acetate,37,0,129
12:17,0.227,wildtype,none,none,acetate,37,0,129
12:36,0.264,wildtype,none,none,acetate,37,0,129
12:53,0.3,wildtype,none,none,acetate,37,0,129
13:21,0.372,wildtype,none,none,acetate,37,0,129
13:44,0.437,wildtype,none,none,acetate,37,0,129
11:43,0.117,wildtype,none,none,LB,37,0,130
11:57,0.188,wildtype,none,none,LB,37,0,130
12:15,0.35,wildtype,none,none,LB,37,0,130
12:30,0.485,wildtype,none,none,LB,37,0,130
11:43,0.13,wildtype,none,none,LB,37,0,131
11:57,0.199,wildtype,none,none,LB,37,0,131
12:15,0.36,wildtype,none,none,LB,37,0,131
12:30,0.495,wildtype,none,none,LB,37,0,131
12:49,0.051,wildtype,none,none,glucose,37,0,132
13:20,0.082,wildtype,none,none,glucose,37,0,132
13:40,0.1,wildtype,none,none,glucose,37,0,132
14:20,0.178,wildtype,none,none,glucose,37,0,132
14:56,0.275,wildtype,none,none,glucose,37,0,132
15:14,0.36,wildtype,none,none,glucose,37,0,132
15:24,0.419,wildtype,none,none,glucose,37,0,132
12:30,0.064,wildtype,none,none,glucoseCAA,37,0,133
12:49,0.098,wildtype,none,none,glucoseCAA,37,0,133
13:20,0.188,wildtype,none,none,glucoseCAA,37,0,133
13:40,0.267,wildtype,none,none,glucoseCAA,37,0,133
14:20,0.577,wildtype,none,none,glucoseCAA,37,0,133
12:30,0.049,wildtype,none,none,glycerol,37,0,134
12:49,0.061,wildtype,none,none,glycerol,37,0,134
13:20,0.084,wildtype,none,none,glycerol,37,0,134
14:20,0.15,wildtype,none,none,glycerol,37,0,134
14:56,0.209,wildtype,none,none,glycerol,37,0,134
15:14,0.259,wildtype,none,none,glycerol,37,0,134
15:24,0.282,wildtype,none,none,glycerol,37,0,134
15:58,0.397,wildtype,none,none,glycerol,37,0,134
16:21,0.495,wildtype,none,none,glycerol,37,0,134
12:30,0.153,wildtype,none,none,sorbitol,37,0,135
12:49,0.18,wildtype,none,none,sorbitol,37,0,135
13:20,0.227,wildtype,none,none,sorbitol,37,0,135
13:40,0.253,wildtype,none,none,sorbitol,37,0,135
14:20,0.334,wildtype,none,none,sorbitol,37,0,135
14:56,0.416,wildtype,none,none,sorbitol,37,0,135
13:18,0.027,lpp14,none,none,glycerol,37,0,136
14:10,0.044,lpp14,none,none,glycerol,37,0,136
15:20,0.093,lpp14,none,none,glycerol,37,0,136
16:31,0.212,lpp14,none,none,glycerol,37,0,136
17:36,0.422,lpp14,none,none,glycerol,37,0,136
13:18,0.085,lpp14,none,none,acetate,37,0,137
14:10,0.119,lpp14,none,none,acetate,37,0,137
15:20,0.191,lpp14,none,none,acetate,37,0,137
16:31,0.321,lpp14,none,none,acetate,37,0,137
17:36,0.458,lpp14,none,none,acetate,37,0,137
13:18,0.087,lpp14,none,none,sorbitol,37,0,138
14:10,0.109,lpp14,none,none,sorbitol,37,0,138
15:20,0.161,lpp14,none,none,sorbitol,37,0,138
16:31,0.224,lpp14,none,none,sorbitol,37,0,138
17:36,0.313,lpp14,none,none,sorbitol,37,0,138
13:18,0.028,lpp14,none,none,glycerol,37,0,139
14:10,0.048,lpp14,none,none,glycerol,37,0,139
15:20,0.105,lpp14,none,none,glycerol,37,0,139
16:31,0.231,lpp14,none,none,glycerol,37,0,139
17:36,0.457,lpp14,none,none,glycerol,37,0,139
13:18,0.093,lpp14,none,none,sorbitol,37,0,140
14:10,0.113,lpp14,none,none,sorbitol,37,0,140
15:20,0.162,lpp14,none,none,sorbitol,37,0,140
16:31,0.243,lpp14,none,none,sorbitol,37,0,140
17:36,0.35,lpp14,none,none,sorbitol,37,0,140
13:18,0.018,lpp14,none,none,glucose,37,0,141
14:10,0.033,lpp14,none,none,glucose,37,0,141
15:20,0.066,lpp14,none,none,glucose,37,0,141
16:31,0.171,lpp14,none,none,glucose,37,0,141
17:36,0.364,lpp14,none,none,glucose,37,0,141
13:18,0.014,lpp14,none,none,glucose,37,0,141
14:10,0.019,lpp14,none,none,glucose,37,0,141
15:20,0.051,lpp14,none,none,glucose,37,0,141
16:31,0.128,lpp14,none,none,glucose,37,0,141
17:36,0.295,lpp14,none,none,glucose,37,0,141
10:00,0.04,wildtype,none,none,glucose,37,0,142
11:00,0.125,wildtype,none,none,glucose,37,0,142
11:50,0.222,wildtype,none,none,glucose,37,0,142
12:30,0.417,wildtype,none,none,glucose,37,0,142
12:44,0.177,wildtype,none,none,glucose,37,0,142
13:12,0.241,wildtype,none,none,glucose,37,0,142
13:30,0.333,wildtype,none,none,glucose,37,0,142
13:47,0.442,wildtype,none,none,glucose,37,0,142
14:10,0.616,wildtype,none,none,glucose,37,0,142
12:44,0.157,wildtype,none,none,glucose,37,0,143
13:12,0.23,wildtype,none,none,glucose,37,0,143
13:30,0.3,wildtype,none,none,glucose,37,0,143
13:47,0.394,wildtype,none,none,glucose,37,0,143
14:10,0.56,wildtype,none,none,glucose,37,0,143
12:05,0.023,wildtype,none,none,glucose,37,0,144
12:27,0.03,wildtype,none,none,glucose,37,0,144
12:45,0.042,wildtype,none,none,glucose,37,0,144
13:12,0.062,wildtype,none,none,glucose,37,0,144
13:26,0.079,wildtype,none,none,glucose,37,0,144
13:49,0.112,wildtype,none,none,glucose,37,0,144
14:15,0.172,wildtype,none,none,glucose,37,0,144
14:30,0.223,wildtype,none,none,glucose,37,0,144
14:41,0.268,wildtype,none,none,glucose,37,0,144
15:04,0.382,wildtype,none,none,glucose,37,0,144
14:42,0.055,wildtype,none,none,glucoseCAA,37,0,145
15:05,0.099,wildtype,none,none,glucoseCAA,37,0,145
15:18,0.113,wildtype,none,none,glucoseCAA,37,0,145
15:28,0.136,wildtype,none,none,glucoseCAA,37,0,145
15:43,0.19,wildtype,none,none,glucoseCAA,37,0,145
15:55,0.247,wildtype,none,none,glucoseCAA,37,0,145
16:07,0.315,wildtype,none,none,glucoseCAA,37,0,145
16:14,0.364,wildtype,none,none,glucoseCAA,37,0,145
16:27,0.472,wildtype,none,none,glucoseCAA,37,0,145
13:52,0.043,wildtype,none,none,glycerol,37,0,146
14:16,0.055,wildtype,none,none,glycerol,37,0,146
15:06,0.098,wildtype,none,none,glycerol,37,0,146
15:44,0.152,wildtype,none,none,glycerol,37,0,146
16:16,0.222,wildtype,none,none,glycerol,37,0,146
16:27,0.253,wildtype,none,none,glycerol,37,0,146
16:55,0.348,wildtype,none,none,glycerol,37,0,146
17:18,0.447,wildtype,none,none,glycerol,37,0,146
12:29,0.043,wildtype,none,none,LB,37,0,147
12:48,0.098,wildtype,none,none,LB,37,0,147
12:56,0.136,wildtype,none,none,LB,37,0,147
13:05,0.186,wildtype,none,none,LB,37,0,147
13:13,0.255,wildtype,none,none,LB,37,0,147
13:25,0.376,wildtype,none,none,LB,37,0,147
14:34,0.036,wildtype,none,none,acetate,37,0,148
15:12,0.044,wildtype,none,none,acetate,37,0,148
15:29,0.051,wildtype,none,none,acetate,37,0,148
15:54,0.06,wildtype,none,none,acetate,37,0,148
17:10,0.091,wildtype,none,none,acetate,37,0,148
17:53,0.112,wildtype,none,none,acetate,37,0,148
17:59,0.118,wildtype,none,none,acetate,37,0,148
18:18,0.129,wildtype,none,none,acetate,37,0,148
18:33,0.145,wildtype,none,none,acetate,37,0,148
18:45,0.152,wildtype,none,none,acetate,37,0,148
18:51,0.158,wildtype,none,none,acetate,37,0,148
19:01,0.169,wildtype,none,none,acetate,37,0,148
11:44,0.059,wildtype,none,none,acetate,37,0,149
12:17,0.072,wildtype,none,none,acetate,37,0,149
12:49,0.089,wildtype,none,none,acetate,37,0,149
13:13,0.101,wildtype,none,none,acetate,37,0,149
14:01,0.136,wildtype,none,none,acetate,37,0,149
14:29,0.162,wildtype,none,none,acetate,37,0,149
15:02,0.198,wildtype,none,none,acetate,37,0,149
15:21,0.222,wildtype,none,none,acetate,37,0,149
15:38,0.246,wildtype,none,none,acetate,37,0,149
15:58,0.278,wildtype,none,none,acetate,37,0,149
16:17,0.31,wildtype,none,none,acetate,37,0,149
16:30,0.33,wildtype,none,none,acetate,37,0,149
16:48,0.366,wildtype,none,none,acetate,37,0,149
16:57,0.383,wildtype,none,none,acetate,37,0,149
10:40,0.057,wildtype,none,none,acetate,37,0,150
11:44,0.085,wildtype,none,none,acetate,37,0,150
12:17,0.099,wildtype,none,none,acetate,37,0,150
12:49,0.125,wildtype,none,none,acetate,37,0,150
13:13,0.142,wildtype,none,none,acetate,37,0,150
14:01,0.187,wildtype,none,none,acetate,37,0,150
14:29,0.221,wildtype,none,none,acetate,37,0,150
15:02,0.269,wildtype,none,none,acetate,37,0,150
15:21,0.301,wildtype,none,none,acetate,37,0,150
15:58,0.378,wildtype,none,none,acetate,37,0,150
16:17,0.42,wildtype,none,none,acetate,37,0,150
13:31,0.057,wildtype,none,none,glucose,37,0,151
13:56,0.085,wildtype,none,none,glucose,37,0,151
14:19,0.177,wildtype,none,none,glucose,37,0,151
14:32,0.143,wildtype,none,none,glucose,37,0,151
14:45,0.176,wildtype,none,none,glucose,37,0,151
15:04,0.239,wildtype,none,none,glucose,37,0,151
15:21,0.309,wildtype,none,none,glucose,37,0,151
15:32,0.369,wildtype,none,none,glucose,37,0,151
15:42,0.435,wildtype,none,none,glucose,37,0,151
13:02,0.042,wildtype,none,none,glycerol,37,0,152
13:32,0.06,wildtype,none,none,glycerol,37,0,152
14:17,0.1,wildtype,none,none,glycerol,37,0,152
14:46,0.138,wildtype,none,none,glycerol,37,0,152
15:05,0.171,wildtype,none,none,glycerol,37,0,152
15:21,0.206,wildtype,none,none,glycerol,37,0,152
15:32,0.234,wildtype,none,none,glycerol,37,0,152
15:43,0.263,wildtype,none,none,glycerol,37,0,152
15:53,0.294,wildtype,none,none,glycerol,37,0,152
16:05,0.337,wildtype,none,none,glycerol,37,0,152
16:12,0.365,wildtype,none,none,glycerol,37,0,152
16:21,0.403,wildtype,none,none,glycerol,37,0,152
11:45,0.054,wildtype,none,none,glucose,37,0,153
12:13,0.081,wildtype,none,none,glucose,37,0,153
12:40,0.121,wildtype,none,none,glucose,37,0,153
13:04,0.173,wildtype,none,none,glucose,37,0,153
13:12,0.197,wildtype,none,none,glucose,37,0,153
13:30,0.259,wildtype,none,none,glucose,37,0,153
13:56,0.377,wildtype,none,none,glucose,37,0,153
14:03,0.407,wildtype,none,none,glucose,37,0,153
14:08,0.421,wildtype,none,none,glucose,37,0,153
14:16,0.45,wildtype,none,none,glucose,37,0,153
14:46,0.04,wildtype,none,none,glucose,37,0,154
14:53,0.047,wildtype,none,none,glucose,37,0,154
15:26,0.075,wildtype,none,none,glucose,37,0,154
16:01,0.13,wildtype,none,none,glucose,37,0,154
16:16,0.165,wildtype,none,none,glucose,37,0,154
16:35,0.221,wildtype,none,none,glucose,37,0,154
17:01,0.334,wildtype,none,none,glucose,37,0,154
17:15,0.41,wildtype,none,none,glucose,37,0,154
12:18,0.046,wildtype,none,none,glycerol,37,0,155
12:43,0.062,wildtype,none,none,glycerol,37,0,155
13:15,0.091,wildtype,none,none,glycerol,37,0,155
14:00,0.151,wildtype,none,none,glycerol,37,0,155
14:31,0.211,wildtype,none,none,glycerol,37,0,155
14:47,0.254,wildtype,none,none,glycerol,37,0,155
15:28,0.374,wildtype,none,none,glycerol,37,0,155
12:17,0.052,wildtype,none,none,acetate,37,0,156
12:45,0.062,wildtype,none,none,acetate,37,0,156
14:02,0.095,wildtype,none,none,acetate,37,0,156
14:33,0.111,wildtype,none,none,acetate,37,0,156
14:49,0.125,wildtype,none,none,acetate,37,0,156
15:30,0.158,wildtype,none,none,acetate,37,0,156
16:33,0.229,wildtype,none,none,acetate,37,0,156
17:00,0.268,wildtype,none,none,acetate,37,0,156
17:16,0.293,wildtype,none,none,acetate,37,0,156
17:26,0.31,wildtype,none,none,acetate,37,0,156
12:42,0.035,wildtype,none,none,glucoseCAA,37,0,157
13:05,0.067,wildtype,none,none,glucoseCAA,37,0,157
13:18,0.096,wildtype,none,none,glucoseCAA,37,0,157
13:32,0.12,wildtype,none,none,glucoseCAA,37,0,157
13:58,0.194,wildtype,none,none,glucoseCAA,37,0,157
14:05,0.227,wildtype,none,none,glucoseCAA,37,0,157
14:09,0.244,wildtype,none,none,glucoseCAA,37,0,157
14:18,0.294,wildtype,none,none,glucoseCAA,37,0,157
14:30,0.376,wildtype,none,none,glucoseCAA,37,0,157
12:25,0.027,wildtype,none,none,acetate,37,0,158
13:30,0.039,wildtype,none,none,acetate,37,0,158
14:13,0.049,wildtype,none,none,acetate,37,0,158
14:59,0.064,wildtype,none,none,acetate,37,0,158
15:24,0.074,wildtype,none,none,acetate,37,0,158
16:24,0.105,wildtype,none,none,acetate,37,0,158
16:52,0.124,wildtype,none,none,acetate,37,0,158
17:27,0.148,wildtype,none,none,acetate,37,0,158
17:49,0.163,wildtype,none,none,acetate,37,0,158
18:29,0.195,wildtype,none,none,acetate,37,0,158
10:23,0.054,wildtype,none,none,glycerol,37,0,159
11:00,0.087,wildtype,none,none,glycerol,37,0,159
11:24,0.135,wildtype,none,none,glycerol,37,0,159
11:54,0.19,wildtype,none,none,glycerol,37,0,159
12:22,0.228,wildtype,none,none,glycerol,37,0,159
13:04,0.287,wildtype,none,none,glycerol,37,0,159
13:28,0.315,wildtype,none,none,glycerol,37,0,159
13:51,0.03,wildtype,none,none,glucose,37,0,160
14:10,0.042,wildtype,none,none,glucose,37,0,160
14:38,0.063,wildtype,none,none,glucose,37,0,160
14:56,0.084,wildtype,none,none,glucose,37,0,160
15:20,0.122,wildtype,none,none,glucose,37,0,160
15:50,0.195,wildtype,none,none,glucose,37,0,160
16:21,0.284,wildtype,none,none,glucose,37,0,160
16:37,0.33,wildtype,none,none,glucose,37,0,160
11:43,0.017,wildtype,none,none,glucoseCAA,37,0,161
12:20,0.042,wildtype,none,none,glucoseCAA,37,0,161
13:03,0.097,wildtype,none,none,glucoseCAA,37,0,161
13:26,0.157,wildtype,none,none,glucoseCAA,37,0,161
13:50,0.237,wildtype,none,none,glucoseCAA,37,0,161
13:55,0.251,wildtype,none,none,glucoseCAA,37,0,161
14:10,0.308,wildtype,none,none,glucoseCAA,37,0,161
12:49,0.079,lpp21,none,none,sorbitol,37,0,162
13:20,0.107,lpp21,none,none,sorbitol,37,0,162
13:40,0.12,lpp21,none,none,sorbitol,37,0,162
14:20,0.17,lpp21,none,none,sorbitol,37,0,162
14:56,0.218,lpp21,none,none,sorbitol,37,0,162
15:24,0.262,lpp21,none,none,sorbitol,37,0,162
15:58,0.327,lpp21,none,none,sorbitol,37,0,162
16:21,0.38,lpp21,none,none,sorbitol,37,0,162
14:56,0.078,lpp21,none,none,glycerol,37,0,163
15:24,0.111,lpp21,none,none,glycerol,37,0,163
15:58,0.162,lpp21,none,none,glycerol,37,0,163
16:21,0.211,lpp21,none,none,glycerol,37,0,163
16:46,0.286,lpp21,none,none,glycerol,37,0,163
17:05,0.365,lpp21,none,none,glycerol,37,0,163
15:24,0.034,lpp21,none,none,glucose,37,0,164
15:58,0.053,lpp21,none,none,glucose,37,0,164
16:21,0.07,lpp21,none,none,glucose,37,0,164
16:46,0.101,lpp21,none,none,glucose,37,0,164
17:05,0.13,lpp21,none,none,glucose,37,0,164
17:26,0.169,lpp21,none,none,glucose,37,0,164
14:56,0.025,lpp21,none,none,glucoseCAA,37,0,165
15:24,0.044,lpp21,none,none,glucoseCAA,37,0,165
15:58,0.089,lpp21,none,none,glucoseCAA,37,0,165
16:21,0.134,lpp21,none,none,glucoseCAA,37,0,165
16:46,0.244,lpp21,none,none,glucoseCAA,37,0,165
17:05,0.325,lpp21,none,none,glucoseCAA,37,0,165
13:30,0.058,lpp21,none,none,LB,37,0,166
13:54,0.12,lpp21,none,none,LB,37,0,166
14:16,0.229,lpp21,none,none,LB,37,0,166
14:35,0.362,lpp21,none,none,LB,37,0,166
13:30,0.055,lpp14,none,none,LB,37,0,167
13:54,0.106,lpp14,none,none,LB,37,0,167
14:16,0.206,lpp14,none,none,LB,37,0,167
14:35,0.345,lpp14,none,none,LB,37,0,167
12:11,0.393,lpp14,none,none,glucose,37,0,168
12:24,0.458,lpp14,none,none,glucose,37,0,168
12:35,0.543,lpp14,none,none,glucose,37,0,168
12:44,0.615,lpp14,none,none,glucose,37,0,168
12:11,0.35,lpp14,none,none,glucoseCAA,37,0,169
12:24,0.447,lpp14,none,none,glucoseCAA,37,0,169
12:35,0.555,lpp14,none,none,glucoseCAA,37,0,169
12:44,0.655,lpp14,none,none,glucoseCAA,37,0,169
12:11,0.288,lpp14,none,none,glycerol,37,0,170
12:24,0.333,lpp14,none,none,glycerol,37,0,170
12:35,0.378,lpp14,none,none,glycerol,37,0,170
12:44,0.421,lpp14,none,none,glycerol,37,0,170
13:08,0.542,lpp14,none,none,glycerol,37,0,170
12:11,0.222,lpp14,none,none,sorbitol,37,0,171
12:24,0.243,lpp14,none,none,sorbitol,37,0,171
12:35,0.264,lpp14,none,none,sorbitol,37,0,171
12:44,0.283,lpp14,none,none,sorbitol,37,0,171
13:08,0.33,lpp14,none,none,sorbitol,37,0,171
13:30,0.377,lpp14,none,none,sorbitol,37,0,171
12:11,0.251,lpp21,none,none,glucose,37,0,172
12:24,0.298,lpp21,none,none,glucose,37,0,172
12:35,0.348,lpp21,none,none,glucose,37,0,172
12:46,0.395,lpp21,none,none,glucose,37,0,172
13:08,0.53,lpp21,none,none,glucose,37,0,172
12:11,0.335,lpp21,none,none,glucoseCAA,37,0,173
12:24,0.42,lpp21,none,none,glucoseCAA,37,0,173
12:35,0.505,lpp21,none,none,glucoseCAA,37,0,173
12:11,0.211,lpp21,none,none,glycerol,37,0,174
12:24,0.244,lpp21,none,none,glycerol,37,0,174
12:35,0.275,lpp21,none,none,glycerol,37,0,174
13:08,0.391,lpp21,none,none,glycerol,37,0,174
12:11,0.131,lpp21,none,none,sorbitol,37,0,175
12:24,0.145,lpp21,none,none,sorbitol,37,0,175
12:35,0.162,lpp21,none,none,sorbitol,37,0,175
13:30,0.228,lpp21,none,none,sorbitol,37,0,175
11:45,0.16,lpp14,none,none,glucose,37,0,176
12:20,0.246,lpp14,none,none,glucose,37,0,176
13:00,0.372,lpp14,none,none,glucose,37,0,176
13:22,0.525,lpp14,none,none,glucose,37,0,176
11:45,0.124,lpp14,none,none,glycerol,37,0,177
12:20,0.184,lpp14,none,none,glycerol,37,0,177
13:00,0.259,lpp14,none,none,glycerol,37,0,177
13:22,0.392,lpp14,none,none,glycerol,37,0,177
11:45,0.128,lpp14,none,none,acetate,37,0,178
